0000;w1;-;0011
0000;w1;1;0011
0000;w1;0;1000
0000;w2;-;0011
0000;w2;1;0011
0000;w2;0;0011
0000;w3;-;0011
0000;w3;1;0011
0000;w3;0;0011
0000;w4;-;0011
0000;w4;1;0011
0000;w4;0;0011
0000;w5;-;0011
0000;w5;1;1000
0000;w5;0;0011
0000;w6;-;0011
0000;w6;1;1000
0000;w6;0;0011
0000;w7;-;0011
0000;w7;1;1000
0000;w7;0;0011
0000;w8;-;0011
0000;w8;1;0011
0000;w8;0;0000
0000;w9;-;0011
0000;w9;1;0011
0000;w9;0;0000
0000;w10;-;0011
0000;w10;1;0000
0000;w10;0;0011
0000;w11;-;0011
0000;w11;1;0111
0000;w11;0;0011
0000;w12;-;0011
0000;w12;1;0011
0000;w12;0;0011
0000;w13;-;0011
0000;w13;1;0011
0000;w13;0;0011
0000;w14;-;0011
0000;w14;1;0011
0000;w14;0;0011
0000;w15;-;0011
0000;w15;1;0111
0000;w15;0;0011
0000;w16;-;0011
0000;w16;1;0011
0000;w16;0;0011
0000;w17;-;0011
0000;w17;1;0111
0000;w17;0;0011
0000;w18;-;0011
0000;w18;1;0111
0000;w18;0;0011
0000;w19;-;0011
0000;w19;1;0011
0000;w19;0;0011
0000;w20;-;0011
0000;w20;1;0011
0000;w20;0;0011
0000;w21;-;0011
0000;w21;1;0011
0000;w21;0;0011
0000;w22;-;0011
0000;w22;1;0011
0000;w22;0;0011
0000;w23;-;0011
0000;w23;1;0010
0000;w23;0;0011
0000;w24;-;0011
0000;w24;1;0011
0000;w24;0;0010
0000;w25;-;0011
0000;w25;1;0011
0000;w25;0;0011
0000;w26;-;0011
0000;w26;1;0011
0000;w26;0;0011
0000;w27;-;0011
0000;w27;1;0011
0000;w27;0;0011
0000;w28;-;0011
0000;w28;1;0011
0000;w28;0;0011
0000;w29;-;0011
0000;w29;1;0001
0000;w29;0;0011
0000;w30;-;0011
0000;w30;1;0011
0000;w30;0;0001
0001;w1;-;1010
0001;w1;1;1010
0001;w1;0;0000
0001;w2;-;1010
0001;w2;1;1010
0001;w2;0;1101
0001;w3;-;1010
0001;w3;1;1101
0001;w3;0;1010
0001;w4;-;1010
0001;w4;1;1010
0001;w4;0;1011
0001;w5;-;1010
0001;w5;1;0011
0001;w5;0;1010
0001;w6;-;1010
0001;w6;1;1010
0001;w6;0;0011
0001;w7;-;1010
0001;w7;1;1010
0001;w7;0;0011
0001;w8;-;1010
0001;w8;1;1011
0001;w8;0;1010
0001;w9;-;1010
0001;w9;1;1010
0001;w9;0;1010
0001;w10;-;1010
0001;w10;1;1010
0001;w10;0;1011
0001;w11;-;1010
0001;w11;1;1101
0001;w11;0;1010
0001;w12;-;1010
0001;w12;1;1010
0001;w12;0;1010
0001;w13;-;1010
0001;w13;1;1010
0001;w13;0;1010
0001;w14;-;1010
0001;w14;1;1010
0001;w14;0;1010
0001;w15;-;1010
0001;w15;1;1101
0001;w15;0;1010
0001;w16;-;1010
0001;w16;1;1010
0001;w16;0;1010
0001;w17;-;1010
0001;w17;1;1101
0001;w17;0;1010
0001;w18;-;1010
0001;w18;1;1101
0001;w18;0;1010
0001;w19;-;1010
0001;w19;1;1000
0001;w19;0;1010
0001;w20;-;1010
0001;w20;1;1010
0001;w20;0;1011
0001;w21;-;1010
0001;w21;1;1010
0001;w21;0;1011
0001;w22;-;1010
0001;w22;1;1010
0001;w22;0;1011
0001;w23;-;1010
0001;w23;1;1010
0001;w23;0;1011
0001;w24;-;1010
0001;w24;1;1011
0001;w24;0;1010
0001;w25;-;1010
0001;w25;1;1010
0001;w25;0;1010
0001;w26;-;1010
0001;w26;1;1010
0001;w26;0;1010
0001;w27;-;1010
0001;w27;1;1010
0001;w27;0;1010
0001;w28;-;1010
0001;w28;1;1000
0001;w28;0;1010
0001;w29;-;1010
0001;w29;1;1000
0001;w29;0;1010
0001;w30;-;1010
0001;w30;1;1010
0001;w30;0;1000
0010;w1;-;0110
0010;w1;1;0110
0010;w1;0;0100
0010;w2;-;0110
0010;w2;1;0100
0010;w2;0;0110
0010;w3;-;0110
0010;w3;1;0110
0010;w3;0;0100
0010;w4;-;0110
0010;w4;1;0110
0010;w4;0;0111
0010;w5;-;0110
0010;w5;1;1111
0010;w5;0;0110
0010;w6;-;0110
0010;w6;1;1111
0010;w6;0;0110
0010;w7;-;0110
0010;w7;1;1111
0010;w7;0;0110
0010;w8;-;0110
0010;w8;1;0110
0010;w8;0;0010
0010;w9;-;0110
0010;w9;1;0111
0010;w9;0;0110
0010;w10;-;0110
0010;w10;1;0110
0010;w10;0;0111
0010;w11;-;0110
0010;w11;1;0110
0010;w11;0;0110
0010;w12;-;0110
0010;w12;1;0110
0010;w12;0;0110
0010;w13;-;0110
0010;w13;1;0110
0010;w13;0;0110
0010;w14;-;0110
0010;w14;1;0110
0010;w14;0;0110
0010;w15;-;0110
0010;w15;1;0110
0010;w15;0;0110
0010;w16;-;0110
0010;w16;1;0110
0010;w16;0;0010
0010;w17;-;0110
0010;w17;1;0110
0010;w17;0;0010
0010;w18;-;0110
0010;w18;1;0110
0010;w18;0;0010
0010;w19;-;0110
0010;w19;1;0110
0010;w19;0;0100
0010;w20;-;0110
0010;w20;1;0110
0010;w20;0;0111
0010;w21;-;0110
0010;w21;1;0110
0010;w21;0;0110
0010;w22;-;0110
0010;w22;1;0110
0010;w22;0;0111
0010;w23;-;0110
0010;w23;1;0110
0010;w23;0;0111
0010;w24;-;0110
0010;w24;1;0111
0010;w24;0;0110
0010;w25;-;0110
0010;w25;1;0110
0010;w25;0;0110
0010;w26;-;0110
0010;w26;1;0110
0010;w26;0;0110
0010;w27;-;0110
0010;w27;1;0100
0010;w27;0;0110
0010;w28;-;0110
0010;w28;1;0110
0010;w28;0;0110
0010;w29;-;0110
0010;w29;1;0100
0010;w29;0;0110
0010;w30;-;0110
0010;w30;1;0110
0010;w30;0;0100
0011;w1;-;1101
0011;w1;1;1101
0011;w1;0;1010
0011;w2;-;1101
0011;w2;1;1010
0011;w2;0;1101
0011;w3;-;1101
0011;w3;1;1101
0011;w3;0;1010
0011;w4;-;1101
0011;w4;1;1101
0011;w4;0;1101
0011;w5;-;1101
0011;w5;1;0100
0011;w5;0;1101
0011;w6;-;1101
0011;w6;1;1101
0011;w6;0;0100
0011;w7;-;1101
0011;w7;1;1101
0011;w7;0;0100
0011;w8;-;1101
0011;w8;1;1100
0011;w8;0;1101
0011;w9;-;1101
0011;w9;1;1101
0011;w9;0;1101
0011;w10;-;1101
0011;w10;1;1101
0011;w10;0;1111
0011;w11;-;1101
0011;w11;1;1101
0011;w11;0;1010
0011;w12;-;1101
0011;w12;1;1101
0011;w12;0;1101
0011;w13;-;1101
0011;w13;1;1101
0011;w13;0;1101
0011;w14;-;1101
0011;w14;1;1101
0011;w14;0;1101
0011;w15;-;1101
0011;w15;1;1101
0011;w15;0;1101
0011;w16;-;1101
0011;w16;1;1101
0011;w16;0;1101
0011;w17;-;1101
0011;w17;1;1101
0011;w17;0;1101
0011;w18;-;1101
0011;w18;1;1101
0011;w18;0;1010
0011;w19;-;1101
0011;w19;1;1111
0011;w19;0;1101
0011;w20;-;1101
0011;w20;1;1101
0011;w20;0;1101
0011;w21;-;1101
0011;w21;1;1100
0011;w21;0;1101
0011;w22;-;1101
0011;w22;1;1100
0011;w22;0;1101
0011;w23;-;1101
0011;w23;1;1100
0011;w23;0;1101
0011;w24;-;1101
0011;w24;1;1101
0011;w24;0;1100
0011;w25;-;1101
0011;w25;1;1101
0011;w25;0;1101
0011;w26;-;1101
0011;w26;1;1101
0011;w26;0;1111
0011;w27;-;1101
0011;w27;1;1101
0011;w27;0;1111
0011;w28;-;1101
0011;w28;1;1101
0011;w28;0;1111
0011;w29;-;1101
0011;w29;1;1101
0011;w29;0;1111
0011;w30;-;1101
0011;w30;1;1111
0011;w30;0;1101
0100;w1;-;1001
0100;w1;1;0011
0100;w1;0;1001
0100;w2;-;1001
0100;w2;1;1001
0100;w2;0;1111
0100;w3;-;1001
0100;w3;1;1111
0100;w3;0;1001
0100;w4;-;1001
0100;w4;1;1001
0100;w4;0;1001
0100;w5;-;1001
0100;w5;1;1001
0100;w5;0;0000
0100;w6;-;1001
0100;w6;1;1001
0100;w6;0;0000
0100;w7;-;1001
0100;w7;1;1001
0100;w7;0;0000
0100;w8;-;1001
0100;w8;1;1000
0100;w8;0;1001
0100;w9;-;1001
0100;w9;1;1001
0100;w9;0;1001
0100;w10;-;1001
0100;w10;1;1001
0100;w10;0;1011
0100;w11;-;1001
0100;w11;1;1101
0100;w11;0;1001
0100;w12;-;1001
0100;w12;1;1001
0100;w12;0;1001
0100;w13;-;1001
0100;w13;1;1001
0100;w13;0;1001
0100;w14;-;1001
0100;w14;1;1001
0100;w14;0;1001
0100;w15;-;1001
0100;w15;1;1101
0100;w15;0;1001
0100;w16;-;1001
0100;w16;1;1001
0100;w16;0;1011
0100;w17;-;1001
0100;w17;1;1101
0100;w17;0;1001
0100;w18;-;1001
0100;w18;1;1101
0100;w18;0;1001
0100;w19;-;1001
0100;w19;1;1001
0100;w19;0;1011
0100;w20;-;1001
0100;w20;1;1001
0100;w20;0;1001
0100;w21;-;1001
0100;w21;1;1000
0100;w21;0;1001
0100;w22;-;1001
0100;w22;1;1000
0100;w22;0;1001
0100;w23;-;1001
0100;w23;1;1000
0100;w23;0;1001
0100;w24;-;1001
0100;w24;1;1001
0100;w24;0;1000
0100;w25;-;1001
0100;w25;1;1001
0100;w25;0;1001
0100;w26;-;1001
0100;w26;1;1001
0100;w26;0;1011
0100;w27;-;1001
0100;w27;1;1001
0100;w27;0;1011
0100;w28;-;1001
0100;w28;1;1001
0100;w28;0;1011
0100;w29;-;1001
0100;w29;1;1001
0100;w29;0;1011
0100;w30;-;1001
0100;w30;1;1011
0100;w30;0;1001
0101;w1;-;0000
0101;w1;1;1011
0101;w1;0;0000
0101;w2;-;0000
0101;w2;1;0000
0101;w2;0;0000
0101;w3;-;0000
0101;w3;1;0000
0101;w3;0;0000
0101;w4;-;0000
0101;w4;1;0000
0101;w4;0;0001
0101;w5;-;0000
0101;w5;1;0000
0101;w5;0;1011
0101;w6;-;0000
0101;w6;1;1011
0101;w6;0;0000
0101;w7;-;0000
0101;w7;1;1011
0101;w7;0;0000
0101;w8;-;0000
0101;w8;1;0000
0101;w8;0;0011
0101;w9;-;0000
0101;w9;1;0000
0101;w9;0;0000
0101;w10;-;0000
0101;w10;1;0000
0101;w10;0;0011
0101;w11;-;0000
0101;w11;1;0100
0101;w11;0;0000
0101;w12;-;0000
0101;w12;1;0000
0101;w12;0;0000
0101;w13;-;0000
0101;w13;1;0000
0101;w13;0;0000
0101;w14;-;0000
0101;w14;1;0000
0101;w14;0;0000
0101;w15;-;0000
0101;w15;1;0100
0101;w15;0;0000
0101;w16;-;0000
0101;w16;1;0000
0101;w16;0;0010
0101;w17;-;0000
0101;w17;1;0100
0101;w17;0;0000
0101;w18;-;0000
0101;w18;1;0100
0101;w18;0;0000
0101;w19;-;0000
0101;w19;1;0000
0101;w19;0;0000
0101;w20;-;0000
0101;w20;1;0000
0101;w20;0;0001
0101;w21;-;0000
0101;w21;1;0000
0101;w21;0;0000
0101;w22;-;0000
0101;w22;1;0000
0101;w22;0;0001
0101;w23;-;0000
0101;w23;1;0000
0101;w23;0;0001
0101;w24;-;0000
0101;w24;1;0001
0101;w24;0;0000
0101;w25;-;0000
0101;w25;1;0000
0101;w25;0;0000
0101;w26;-;0000
0101;w26;1;0000
0101;w26;0;0010
0101;w27;-;0000
0101;w27;1;0000
0101;w27;0;0010
0101;w28;-;0000
0101;w28;1;0000
0101;w28;0;0010
0101;w29;-;0000
0101;w29;1;0000
0101;w29;0;0010
0101;w30;-;0000
0101;w30;1;0010
0101;w30;0;0000
0110;w1;-;0101
0110;w1;1;0111
0110;w1;0;0101
0110;w2;-;0101
0110;w2;1;0101
0110;w2;0;0111
0110;w3;-;0101
0110;w3;1;0111
0110;w3;0;0101
0110;w4;-;0101
0110;w4;1;0101
0110;w4;0;0101
0110;w5;-;0101
0110;w5;1;1001
0110;w5;0;0101
0110;w6;-;0101
0110;w6;1;1001
0110;w6;0;0101
0110;w7;-;0101
0110;w7;1;1001
0110;w7;0;0101
0110;w8;-;0101
0110;w8;1;0101
0110;w8;0;0001
0110;w9;-;0101
0110;w9;1;0101
0110;w9;0;0101
0110;w10;-;0101
0110;w10;1;0101
0110;w10;0;0111
0110;w11;-;0101
0110;w11;1;0101
0110;w11;0;0101
0110;w12;-;0101
0110;w12;1;0101
0110;w12;0;0101
0110;w13;-;0101
0110;w13;1;0101
0110;w13;0;0101
0110;w14;-;0101
